"month","day","year","subplot_code","transect_section_letter","code_of_piece","diameter_width.mm","diameter_height.mm","penetration.200mm","penetration.200mm.1","orientation_degrees","inclination","branchfall","uniqid","tag","notes","observer","RT","RR","TT","TC","TS","TV","MC","MS","suspended","soil_contact","years_present","first_appearance","last_ppearance","coded_notes"
1,23,2017,"07,01","K","07,01K.7.1",222,NA,45,NA,NA,NA,NA,"fallen062","220032",NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"TRUE","FALSE",NA,NA,1,2017,2017,""
1,23,2017,"07,01","K","07,01K.7.2",249,NA,37,NA,NA,NA,NA,"fallen063",NA,"no tag. Esta caido. Esta en 06,02 en el 3,2 > 300mm",NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"TRUE","FALSE",NA,NA,4,2017,2020,""
1,23,2017,"07,01","N","07,01N.7.1",359,NA,42,NA,NA,NA,NA,"fallen064","220032",NA,NA,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"TRUE","FALSE",NA,NA,5,2017,2021,""
1,26,2017,"07,13","A","07,13A.0.1",1056,NA,1023,16,NA,NA,"1","fallen065",NA,"el mismo arbol que P 9-1. Esta hueco en el centro",NA,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"FALSE","TRUE",NA,NA,8,2017,2024,"CH;AA;"
1,26,2017,"07,13","J","07,13J.9.1",390,NA,11,NA,NA,NA,"1","fallen066",NA,NA,NA,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"FALSE","TRUE",NA,NA,8,2017,2024,""
1,31,2017,"07,20","B","07,20B.7.1",235,NA,74,NA,NA,NA,"1","fallen068","7183",NA,NA,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,"FALSE","TRUE",NA,NA,1,2017,2017,""
1,24,2017,"08,06","K","08,06K.9.1",266,NA,110,NA,NA,NA,"1","fallen073",NA,NA,NA,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"FALSE","TRUE",NA,NA,1,2017,2017,""
1,24,2017,"08,06","L","08,06L.4.1",359,NA,NA,7,NA,NA,"1","fallen074",NA,NA,NA,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"FALSE","TRUE",NA,NA,1,2017,2017,""
1,24,2017,"08,06","P","08,06P.9.1",211,NA,34,NA,NA,NA,"1","fallen075","6948",NA,NA,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"FALSE","TRUE",NA,NA,3,2017,2019,""
1,26,2017,"09,12","C","09,12C.9.1",265,NA,20,NA,NA,NA,"1","fallen076","222154",NA,NA,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"FALSE","TRUE",NA,NA,2,2017,2018,""
1,26,2017,"09,12","C","09,12C.7.1",250,NA,23,NA,NA,NA,"1","fallen077","222154",NA,NA,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"FALSE","TRUE",NA,NA,1,2017,2017,""
1,26,2017,"09,12","E","09,12E.5.1",405,NA,NA,15,NA,NA,"1","fallen078","7059",NA,NA,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,"FALSE","TRUE",NA,NA,8,2017,2024,""
1,26,2017,"09,12","E","09,12E.7.1",211,NA,92,1,NA,NA,"0","fallen079",NA,"No se pudo determinar de qué árbol es la muestra",NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"FALSE","TRUE",NA,NA,1,2017,2017,""
1,26,2017,"09,12","G","09,12G.9.1",841,NA,73,NA,NA,NA,"1","fallen080",NA,"aplastado",NA,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"FALSE","TRUE",NA,NA,8,2017,2024,""
1,26,2017,"09,12","J","09,12J.9.1",312,NA,133,NA,NA,NA,"1","fallen081",NA,"es el mismo que G 9-1",NA,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"FALSE","TRUE",NA,NA,8,2017,2024,""
1,26,2017,"09,12","O","09,12O.2.1",201,NA,86,NA,NA,NA,"1","fallen082","217093",NA,NA,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"FALSE","TRUE",NA,NA,1,2017,2017,""
1,26,2017,"09,12","P","09,12P.2.1",272,NA,90,NA,NA,NA,"1","fallen083","217093",NA,NA,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"FALSE","TRUE",NA,NA,3,2017,2019,""
1,31,2017,"10,20","F","10,20F.7.1",216,NA,56,NA,NA,NA,"1","fallen084",NA,"corteza",NA,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"TRUE","FALSE",NA,NA,1,2017,2017,""
1,31,2017,"10,20","K","10,20K.7.1",283,NA,127,NA,NA,NA,"0","fallen087","6784","no corteza",NA,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,"FALSE","TRUE",NA,NA,4,2017,2020,""
2,2,2017,"11,15","A","11,15A.7.1",205,NA,24,NA,NA,NA,"0","fallen088","207432",NA,NA,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"TRUE","FALSE",NA,NA,1,2017,2017,""
2,2,2017,"11,15","G","11,15G.5.1",240,NA,29,NA,NA,NA,"1","fallen089","6753","Se corrigió es TT",NA,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,"FALSE","TRUE",NA,NA,3,2017,2019,""
2,2,2017,"11,15","G","11,15G.5.2",238,NA,37,NA,NA,NA,"0","fallen090","6753",NA,NA,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,"TRUE","FALSE",NA,NA,5,2017,2021,""
2,2,2017,"11,15","O","11,15O.6.1",348,NA,22,NA,NA,NA,"1","fallen092","6532",NA,NA,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,"FALSE","TRUE",NA,NA,6,2017,2022,""
2,2,2017,"11,15","K","11,15K.3.1",440,NA,110,NA,NA,NA,"1","fallen093","6528",NA,NA,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"TRUE","FALSE",NA,NA,4,2017,2020,""
2,1,2017,"12,23","C","12,23C.7.1",670,NA,29,NA,NA,NA,"1","fallen094","209063",NA,NA,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"FALSE","TRUE",NA,NA,8,2017,2024,""
2,1,2017,"12,23","I","12,23I.5.1",215,NA,156,NA,NA,NA,"0","fallen095","209240","TACHVE. Corregir en censo anterior es RR de TS con MC",NA,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,"TRUE","FALSE",NA,NA,1,2017,2017,""
2,6,2017,"14,05","K","14,05K.2.1",578,NA,67,NA,NA,NA,"1","fallen098",NA,"es el mismo que I 2-1. Tiene lianas encima",NA,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,"FALSE","TRUE",NA,NA,3,2017,2019,""
2,6,2017,"14,05","P","14,05P.3.1",433,NA,NA,6,NA,NA,"0","fallen101","5943","es el mismo que 14,05 A 3-1",NA,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,"TRUE","FALSE",NA,NA,2,2017,2018,""
2,2,2017,"14,14","B","14,14B.7.1",342,NA,194,NA,NA,NA,"1","fallen102",NA,NA,NA,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"FALSE","TRUE",NA,NA,1,2017,2017,""
2,2,2017,"14,14","K","14,14K.7.1",260,NA,49,NA,NA,NA,"0","fallen103","6173","Terminalia amazonia. Es un árbol grande con banda de metal, que está en el suelo pero vivo",NA,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,"TRUE","FALSE",NA,NA,1,2017,2017,""
2,2,2017,"14,14","K","14,14K.7.2",250,NA,65,NA,NA,NA,"0","fallen104","6173","Terminalia amazonia",NA,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,"TRUE","FALSE",NA,NA,1,2017,2017,""
2,2,2017,"14,14","L","14,14L.7.1",208,NA,43,NA,NA,NA,"0","fallen105","6173","Terminalia amazonia",NA,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,"TRUE","FALSE",NA,NA,3,2017,2019,""
2,2,2017,"14,14","L","14,14L.7.2",250,NA,42,NA,NA,NA,"0","fallen106","6173","Terminalia amazonia",NA,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,"TRUE","FALSE",NA,NA,4,2017,2020,""
2,2,2017,"14,14","N","14,14N.9.1",300,NA,68,NA,NA,NA,"1","fallen107","6173",NA,NA,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"FALSE","TRUE",NA,NA,8,2017,2024,""
2,2,2017,"14,14","N","14,14N.7.1",257,NA,31,NA,NA,NA,"0","fallen108","6173","terminalia amazonia",NA,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,"TRUE","FALSE",NA,NA,5,2017,2021,""
2,2,2017,"14,14","N","14,14N.7.2",406,NA,39,NA,NA,NA,"0","fallen109","6173","terminalia amazonia",NA,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,"TRUE","FALSE",NA,NA,8,2017,2024,""
2,2,2017,"14,14","N","14,14N.7.3",248,NA,37,NA,NA,NA,"0","fallen110","6173","terminalia amazonia",NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"TRUE","FALSE",NA,NA,8,2017,2024,""
2,1,2017,"14,24","K","14,24K.6.1",345,NA,88,NA,NA,NA,"1","fallen111","6087",NA,NA,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,"TRUE","FALSE",NA,NA,4,2017,2020,""
2,1,2017,"14,24","K","14,24K.5.1",392,NA,50,NA,NA,NA,"1","fallen112","194349",NA,NA,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,"FALSE","TRUE",NA,NA,4,2017,2020,""
2,1,2017,"14,24","N","14,24N.4.1",236,NA,81,NA,NA,NA,"1","fallen113",NA,"sin corteza",NA,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"FALSE","TRUE",NA,NA,1,2017,2017,""
2,6,2017,"15,07","D","15,07D.9.1",628,NA,57,NA,NA,NA,"1","fallen114",NA,"es el mismo que E 9-1. Perdio un pedazo",NA,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"TRUE","FALSE",NA,NA,6,2017,2022,""
2,6,2017,"15,07","E","15,07E.9.1",617,NA,62,NA,NA,NA,"1","fallen115",NA,"es el mismo que D 9-1",NA,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"TRUE","FALSE",NA,NA,8,2017,2024,""
2,6,2017,"15,07","N","15,07N.9.1",357,NA,NA,3,NA,NA,"1","fallen117",NA,NA,NA,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"FALSE","TRUE",NA,NA,2,2017,2018,""
2,2,2017,"16,12","B","16,12B.6.1",658,NA,NA,17,NA,NA,"1","fallen118",NA,NA,NA,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,"FALSE","TRUE",NA,NA,2,2017,2018,""
2,2,2017,"16,12","J","16,12J.5.1",212,NA,70,NA,NA,NA,"1","fallen120","5670","con corteza",NA,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"TRUE","FALSE",NA,NA,1,2017,2017,""
2,2,2017,"16,12","J","16,12J.7.1",207,NA,56,NA,NA,NA,"0","fallen121","5675","con corteza",NA,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,"TRUE","FALSE",NA,NA,4,2017,2020,""
2,6,2017,"17,01","A","17,01A.7.1",205,NA,30,NA,NA,NA,"1","fallen122","175131",NA,NA,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,"FALSE","TRUE",NA,NA,2,2017,2019,""
2,6,2017,"17,01","I","17,01I.7.1",232,NA,18,NA,NA,NA,"1","fallen123","180276",NA,NA,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"TRUE","FALSE",NA,NA,1,2017,2017,""
2,6,2017,"17,01","I","17,01I.7.2",256,NA,30,NA,NA,NA,"1","fallen124","5907",NA,NA,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,"FALSE","TRUE",NA,NA,3,2017,2019,""
2,3,2017,"18,10","L","18,10L.3.1",255,NA,NA,5,NA,NA,"1","fallen125",NA,"Sin corteza",NA,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,"FALSE","TRUE",NA,NA,1,2017,2017,""
2,1,2017,"18,23","C","18,23C.4.1",303,NA,NA,10,NA,NA,"1","fallen126",NA,NA,NA,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"TRUE","FALSE",NA,NA,2,2017,2018,""
2,1,2017,"18,23","O","18,23O.7.1",288,NA,25,6,NA,NA,"1","fallen128",NA,"Psecropia",NA,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"TRUE","FALSE",NA,NA,4,2017,2020,""
2,3,2017,"19,06","O","19,06O.7.1",672,NA,NA,6,NA,NA,"1","fallen132",NA,"Mismo tronco de O de pie",NA,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,"FALSE","TRUE",NA,NA,1,2017,2017,""
2,3,2017,"19,08","C","19,08C.7.1",212,NA,37,NA,NA,NA,"1","fallen133","5217",NA,NA,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,"TRUE","FALSE",NA,NA,3,2017,2019,""
2,2,2017,"19,12","C","19,12C.3.1",330,NA,45,NA,NA,NA,"1","fallen135",NA,"no corteza",NA,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"FALSE","TRUE",NA,NA,3,2017,2019,""
2,2,2017,"19,12","C","19,12C.3.2",211,NA,53,NA,NA,NA,"0","fallen136","5331","Hyeral",NA,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,"TRUE","FALSE",NA,NA,1,2017,2017,""
2,1,2017,"19,16","K","19,16K.7.1",276,NA,NA,10,NA,NA,"1","fallen138",NA,NA,NA,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"FALSE","TRUE",NA,NA,1,2017,2017,""
2,1,2017,"19,19","N","19,19N.6.1",432,NA,90,NA,NA,NA,"0","fallen141","5047","BROSAL. Revisar en el censo anterior y correguir que la muestra 19,19 N 6-1 es 19,16 N 6-1",NA,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,"TRUE","FALSE",NA,NA,3,2017,2019,""
2,1,2017,"19,16","O","19,16O.5.1",257,NA,103,NA,NA,NA,"1","fallen142","5176",NA,NA,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"FALSE","TRUE",NA,NA,3,2017,2019,""
2,1,2017,"19,16","O","19,16O.7.1",362,NA,34,NA,NA,NA,"0","fallen143","5047",NA,NA,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,"FALSE","TRUE",NA,NA,3,2017,2019,""
2,1,2017,"19,16","O","19,16O.7.2",366,NA,46,NA,NA,NA,"0","fallen144","5047",NA,NA,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,"FALSE","TRUE",NA,NA,3,2017,2019,""
2,1,2017,"19,16","O","19,16O.7.3",349,NA,42,NA,NA,NA,"0","fallen145","5047",NA,NA,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,"FALSE","TRUE",NA,NA,2,2017,2018,""
2,1,2017,"19,16","P","19,16P.7.1",303,NA,36,NA,NA,NA,"0","fallen146","5047",NA,NA,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,"FALSE","TRUE",NA,NA,2,2017,2018,""
2,1,2017,"19,16","P","19,16P.7.2",547,NA,71,NA,NA,NA,"0","fallen147","5047",NA,NA,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,"FALSE","TRUE",NA,NA,4,2017,2020,""
2,1,2017,"19,16","P","19,16P.7.3",570,NA,45,NA,NA,NA,"0","fallen148","5047",NA,NA,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,"FALSE","TRUE",NA,NA,3,2017,2019,""
2,1,2017,"19,16","P","19,16P.7.4",438,NA,90,NA,NA,NA,"0","fallen149","5047",NA,NA,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,"FALSE","TRUE",NA,NA,1,2017,2017,""
2,1,2017,"19,19","C","19,19C.9.1",592,NA,82,NA,NA,NA,"1","fallen150",NA,NA,NA,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"FALSE","TRUE",NA,NA,4,2017,2020,""
2,1,2017,"19,19","G","19,19G.2.1",342,NA,26,NA,NA,NA,"0","fallen151",NA,"es el mismo que C 9-1",NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"FALSE","TRUE",NA,NA,8,2017,2024,""
2,1,2017,"19,19","G","19,19G.3.1",665,NA,14,NA,NA,NA,"1","fallen152","5389","anteriormente no se midio porque estaba vivo, ahora esta muerto",NA,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"FALSE","TRUE",NA,NA,8,2017,2024,""
2,1,2017,"19,19","O","19,19O.7.1",368,NA,35,NA,NA,NA,"1","fallen153","5154",NA,NA,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,"TRUE","FALSE",NA,NA,3,2017,2019,""
2,7,2017,"21,04","E","21,04E.9.1",213,NA,37,NA,NA,NA,"1","fallen154",NA,"es el mismo que esta en F9-1",NA,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"FALSE","TRUE",NA,NA,3,2017,2019,""
2,7,2017,"21,04","F","21,04F.9.1",270,NA,101,NA,NA,NA,"1","fallen155",NA,NA,NA,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"FALSE","TRUE",NA,NA,3,2017,2019,""
2,7,2017,"21,04","H","21,04H.4.1",NA,NA,NA,NA,NA,NA,"0","fallen156","4984","No se puede medir porque está bajo muchas ramas pequeñas que cayeron sobre la muestra y no se pueden mover",NA,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,"TRUE","FALSE",NA,NA,3,2017,2019,"PN;"
2,7,2017,"21,04","M","21,04M.4.1",400,NA,55,NA,NA,NA,"1","fallen157",NA,NA,NA,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"FALSE","TRUE",NA,NA,8,2017,2024,""
2,13,2017,"21,15","B","21,15B.3.1",245,NA,40,NA,NA,NA,"1","fallen159",NA,NA,NA,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"FALSE","TRUE",NA,NA,2,2017,2018,""
2,13,2017,"21,15","H","21,15H.6.1",310,NA,115,NA,NA,NA,"0","fallen163","5047",NA,NA,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,"FALSE","TRUE",NA,NA,3,2017,2019,""
2,13,2017,"21,15","N","21,15N.7.1",230,NA,27,NA,NA,NA,"1","fallen164","157413",NA,NA,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"TRUE","FALSE",NA,NA,5,2017,2021,""
2,13,2017,"21,15","P","21,15P.2.1",202,NA,53,NA,NA,NA,"1","fallen165",NA,"perdio la corteza, no entra el clavo",NA,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"FALSE","TRUE",NA,NA,1,2017,2017,"DP;"
