"month","day","year","subplot_code","transect_section_letter","code_of_piece","diameter_one.mm","diameter_two.mm","height","POM","penetration.200mm","penetration.200mm.1","branches","uniqid","tag","notes","observer","MC","MS","coded_notes"
1,23,2017,"07,01","K","07,01K.7.1",556,NA,22.6,1.3,40,NA,2,"standing037","7301",NA,"R",NA,NA,""
1,26,2017,"07,13","B","07,13B.0.1",260,NA,21.5,1.3,NA,2,2,"standing038",NA,NA,"R",NA,NA,""
1,31,2017,"07,20","B","07,20B.5.1",290,NA,5.3,1.3,39,NA,2,"standing039","7183","sin ramas. Con corteza","R",NA,NA,""
1,24,2017,"08,06","M","08,06M.3.1",444,NA,1.5,1.3,NA,2,2,"standing040","7036","sin corteza","R",NA,NA,""
1,26,2017,"09,12","C","09,12C.3.1",357,NA,0.69,0.35,134,NA,2,"standing041","222154",NA,"R",NA,NA,""
1,26,2017,"09,12","D","09,12D.7.1",205,NA,5.7,1.3,31,NA,2,"standing042","222123",NA,"R",NA,NA,""
1,26,2017,"09,12","N","09,12N.5.1",214,NA,1.1,0.73,NA,5,2,"standing043",NA,"sin corteza","R",NA,NA,""
1,31,2017,"10,20","H","10,20H.4.1",441,NA,12.5,1.3,113,NA,2,"standing044","6849","sin ramas. Sin corteza","R",NA,NA,""
1,31,2017,"10,20","M","10,20M.7.1",454,NA,17,1.3,43,NA,2,"standing045","6784",NA,"R",NA,NA,""
2,6,2017,"11,08","O","11,08O.5.1",438,NA,3,1.3,28,NA,2,"standing046","6563","es viejo, sin ramas, rajado. Corteza","R",NA,NA,""
2,2,2017,"11,15","D","11,15D.7.1",277,NA,6.3,1.3,58,NA,2,"standing047","212912","Sin corteza","R",NA,NA,""
2,2,2017,"11,15","G","11,15G.5.1",302,NA,8.9,1.3,23,NA,2,"standing048","6753","sin ramas","R",NA,NA,""
2,2,2017,"11,15","J","11,15J.4.1",212,NA,2.1,1.3,160,NA,2,"standing050","6528","es viejo era rebrote de 6528","R",NA,NA,""
2,2,2017,"11,15","J","11,15J.7.1",298,NA,11.9,1.3,31,NA,2,"standing051","213119","corteza","R",NA,NA,""
2,2,2017,"11,15","O","11,15O.6.1",442,NA,2.4,1.3,28,NA,2,"standing053","6532","Sin corteza","R",NA,NA,""
2,1,2017,"12,23","I","12,23I.6.1",207,NA,28.7,1.3,76,NA,2,"standing054","209232","sin ramas. Con corteza","R",NA,NA,""
3,2,2017,"12,23","I","12,23I.6.2",663,NA,28.6,2.8,51,NA,2,"standing055","9240","con ramas. Sin corteza. Escalera","R",NA,NA,""
2,1,2017,"12,23","L","12,23L.7.1",748,NA,1.22,0.61,140,NA,2,"standing056","204305","con corteza. Está muestra es parte de la gamba, el tronco principal se cayo.","R",NA,NA,""
2,1,2017,"12,23","N","12,23N.4.1",207,NA,0.62,0.3,33,NA,2,"standing057",NA,"es viejo. Sin corteza","R",NA,NA,""
2,2,2017,"13,16","I","13,16I.7.1",270,NA,12,1.3,43,NA,1,"standing059",NA,NA,"R",NA,NA,""
2,6,2017,"14,11","E","14,11E.9.1",356,NA,1,0.52,119,NA,2,"standing060",NA,"Fue encontrado. Estaba debajo de lianas y ramas","R",NA,NA,""
2,1,2017,"14,24","E","14,24E.6.1",232,NA,2.2,1.3,59,NA,2,"standing061","6105","corteza. El tronco se quebró a la altura de la medida  pero no se a caido al suelo porque las lianas no lo dejan caer","R",NA,NA,""
2,1,2017,"14,24","E","14,24E.7.1",328,NA,18.5,1.3,33,NA,2,"standing062","195473","corteza","R",NA,NA,""
3,2,2017,"14,24","K","14,24K.6.1",439,NA,14,3.2,64,NA,2,"standing063","6087","escalera. Sin ramas. Con corteza","R",NA,NA,""
2,1,2017,"14,24","N","14,24N.5.1",372,NA,3.5,1.3,26,NA,2,"standing064","194349","tag corregido. Sin corteza. Esta rajado","R",NA,NA,""
2,6,2017,"15,07","G","15,07G.5.1",603,NA,8.1,1.3,60,NA,2,"standing065","5960","Prioria. Corteza","R",NA,NA,""
2,6,2017,"15,07","K","15,07K.2.1",237,NA,0.89,0.49,NA,5,2,"standing066","415259","sin corteza. Correccion es K 2-1 y no N2-1","R",NA,NA,""
2,6,2017,"16,05","L","16,05L.6.1",295,NA,1.5,0.52,173,NA,2,"standing067","516063","Con cascara","R",NA,NA,""
2,6,2017,"16,05","O","16,05O.5.1",563,NA,2,1.3,NA,13,2,"standing069","5637","sin ramas","R",NA,NA,""
2,2,2017,"16,12","B","16,12B.5.1",352,NA,2.1,1.3,NA,5,2,"standing070","5669","es viejo. No hay cascara en el area donde se uso el penetrometro. Está en O y no en B","R",NA,NA,""
2,2,2017,"16,12","C","16,12C.2.1",688,NA,1.27,0.7,173,NA,2,"standing071",NA,"no hay cascara en el area donde se uso el penetrometro. En este censo se cayo casi todo el arbol. Perdió una parte del tronco de manarea vertical","R",NA,NA,"AA;"
2,6,2017,"17,01","I","17,01I.0.1",802,NA,0.5,0.27,101,NA,2,"standing072",NA,"Sin corteza","R",NA,NA,""
2,6,2017,"17,01","J","17,01J.5.1",332,NA,0.3,0.15,NA,2,2,"standing073","180355","se quebro. Sin corteza","R",NA,NA,""
2,6,2017,"17,01","N","17,01N.7.1",218,NA,12.1,1.3,35,NA,1,"standing075",NA,"corteza","R",NA,NA,""
2,6,2017,"17,08","N","17,08N.7.1",246,NA,4.6,1.3,20,NA,2,"standing076","176354","corteza","R",NA,NA,""
2,3,2017,"18,10","L","18,10L.5.1",292,NA,5.1,1.3,42,NA,2,"standing078",NA,"Con corteza","R",NA,NA,""
2,3,2017,"18,10","N","18,10N.2.1",512,NA,5.2,1.8,NA,9,2,"standing079","5329","ahora está sin corteza","R",NA,NA,""
2,1,2017,"18,23","C","18,23C.3.1",446,NA,2.3,1.3,NA,2,2,"standing080",NA,"Ahora está sin corteza","R",NA,NA,""
2,1,2017,"18,23","O","18,23O.2.1",578,NA,7.5,1.3,30,NA,2,"standing081","5421","sin ramas. Sin corteza","R",NA,NA,""
2,6,2017,"19,02","M","19,02M.4.1",247,NA,1.8,0.54,81,NA,2,"standing082",NA,"es viejo no tiene centro. Se quebro. Sin corteza","R",NA,NA,""
2,3,2017,"19,06","A","19,06A.7.1",581,NA,20.8,1.3,51,NA,2,"standing083","5235",NA,"R",NA,NA,""
2,3,2017,"19,08","K","19,08K.6.1",308,NA,2.37,13,20,NA,NA,"standing085","5217","con. Corteza Tronco solo","R",NA,NA,""
2,2,2017,"19,12","J","19,12J.7.1",226,NA,2.5,1.3,154,NA,2,"standing087","171827",NA,"R",NA,NA,""
3,2,2017,"19,12","L","19,12L.7.1",612,NA,8.7,3,12,NA,2,"standing088","5198","escalera. Tiene banda de metal está en el 3,4. Sin corteza","R",NA,NA,""
2,1,2017,"19,16","I","19,16I.7.1",360,NA,10.7,1.3,61,NA,2,"standing089","172319","corteza","R",NA,NA,""
2,1,2017,"19,19","F","19,19F.3.1",616,NA,4.4,1.3,NA,4,2,"standing091","172649",NA,"R",NA,NA,""
2,1,2017,"19,19","N","19,19N.6.1",505,NA,4.7,1.3,21,NA,2,"standing092","5154","con corteza","R",NA,NA,""
2,7,2017,"21,04","H","21,04H.6.1",243,NA,1.4,NA,44,NA,2,"standing094",NA,"sin corteza","R",NA,NA,""
2,7,2017,"21,08","P","21,08P.2.1",379,NA,0.6,0.3,154,NA,2,"standing097","4909","solo queda un pedazo de pie. Sin cascara","R",NA,NA,""
2,7,2017,"21,10","O","21,10O.4.1",237,NA,5.5,1.3,30,NA,2,"standing098","156491",NA,"R",NA,NA,""
3,2,2017,"21,15","I","21,15I.7.1",1290,NA,36.1,3.7,136,NA,1,"standing099","5047","escalera. Sin corteza","R",NA,NA,""
2,13,2017,"22,19","J","22,19J.7.1",241,NA,13.6,1.3,38,NA,2,"standing101","4847","sin corteza","R",NA,NA,""
2,7,2017,"23,03","D","23,03D.2.1",643,NA,8,1.5,22,NA,2,"standing102","4649","sin ramas. Sin corteza","R",NA,NA,""
2,7,2017,"23,03","K","23,03K.9.1",317,NA,4.7,1.3,27,NA,2,"standing103",NA,"sin ramas. Con cascara en el area donde se uso el penetrometro","R",NA,NA,""
3,2,2017,"23,06","J","23,06J.7.1",776,NA,32.8,3,38,NA,1,"standing104","4673","Con corteza. Escalera","R",NA,NA,""
2,7,2017,"23,06","K","23,06K.5.1",530,NA,29.8,1.3,12,NA,1,"standing105","4585","sin corteza","R",NA,NA,""
2,7,2017,"23,06","N","23,06N.6.1",413,NA,27.6,1.3,106,NA,1,"standing106","4586","con ramas. Con corteza","R",NA,NA,""
2,7,2017,"23,06","O","23,06O.7.1",573,NA,12.8,1.3,36,NA,2,"standing107","4593","sin corteza","R",NA,NA,""
2,13,2017,"23,17","H","23,17H.6.1",267,NA,1.9,1.3,NA,4,2,"standing108",NA,NA,"R",NA,NA,""
2,13,2017,"23,17","O","23,17O.3.1",424,NA,5.5,1.3,47,NA,2,"standing109","4519","sin corteza","R",NA,NA,""
2,13,2017,"23,23","P","23,23P.2.1",723,NA,2.1,1.3,48,NA,2,"standing110",NA,"sin ramas. Sin corteza. Al lado del arbol 4473","R",NA,NA,""
2,13,2017,"23,23","P","23,23P.0.1",236,NA,0.75,0.52,143,NA,2,"standing111",NA,"Sin corteza","R",NA,NA,""
2,7,2017,"24,09","E","24,09E.6.1",238,NA,2.5,1.3,41,NA,2,"standing112","146393","con corteza","R",NA,NA,""
2,7,2017,"24,09","I","24,09I.6.1",553,NA,12.8,1.3,25,NA,2,"standing114","146601","con corteza","R",NA,NA,""
2,7,2017,"24,09","O","24,09O.3.1",472,NA,1.9,1.3,109,NA,2,"standing115",NA,"sin corteza","R",NA,NA,""
2,10,2017,"24,15","P","24,15P.2.1",332,NA,2.3,1.3,15,NA,2,"standing117","4387","sin corteza","R",NA,NA,""
2,13,2017,"25,24","J","25,24J.5.1",299,NA,7.4,1.3,35,NA,2,"standing118","144701","sin ramas. Sin corteza","R",NA,NA,""
2,9,2017,"26,08","K","26,08K.5.1",337,NA,10.5,1.3,51,NA,2,"standing119","4009","sin ramas. Corteza. sin ramas con corteza","R",NA,NA,""
2,10,2017,"26,17","G","26,17G.6.1",585,NA,19.8,1.5,20,NA,2,"standing121","4165","Tiene bandas de metal y plasticas","R",NA,NA,""
2,10,2017,"26,17","J","26,17J.6.1",463,NA,22.6,1.3,12,NA,2,"standing122","4167","tiene dendrometrometros de metal y plastico. Corteza","R",NA,NA,""
2,14,2017,"26,21","B","26,21B.5.1",301,NA,4.9,1.3,33,NA,2,"standing123","133241","Se está rajando el tronco por El Centro por lo que el dbh es mayor. Con corteza","R",NA,NA,""
2,14,2017,"26,21","B","26,21B.7.1",285,NA,13,1.3,17,NA,2,"standing124","4077","Con corteza","R",NA,NA,""
2,14,2017,"26,21","P","26,21P.3.1",497,NA,0.9,0.45,NA,7,2,"standing126",NA,"sin ramas. Corteza","R",NA,NA,""
2,10,2017,"28,16","E","28,16E.7.1",263,NA,8.8,1.3,27,NA,2,"standing128","3864","Revisar censos anteriores porque aparece la muestra con un clavo anterior","R",NA,NA,""
2,9,2017,"29,06","M","29,06M.5.1",462,NA,5.4,1.3,81,NA,2,"standing134","3606","sin ramas, corteza. Se corrigió el número de tag que es 3606","R",NA,NA,""
2,14,2017,"30,23","C","30,23C.6.1",298,NA,3.9,1.3,37,NA,2,"standing136","3497","con corteza. Se rajo y se está abriendo","R",NA,NA,"AA;"
2,15,2017,"31,16","B","31,16B.3.1",213,NA,2,1.3,NA,2,1,"standing137","3189","sin ramas.sin corteza","R",NA,NA,""
2,14,2017,"31,21","L","31,21L.2.1",251,NA,4,1.3,31,NA,2,"standing138","104126","sin ramas. sin corteza","R",NA,NA,""
2,20,2017,"32,07","F","32,07F.3.1",208,NA,1.5,0.75,81,NA,2,"standing139","101440","se rompió y la altura es menor que la anterior. Sin corteza","R",NA,NA,""
3,2,2017,"32,07","H","32,07H.6.1",842,NA,15.2,2.9,35,NA,2,"standing140","3248","escalera. Sin corteza","R",NA,NA,""
3,2,2017,"33,12","C","33,12C.4.1",847,NA,4.4,3,NA,9,2,"standing141","3036","sin corteza. Esta quebrado. Escalera. Perdió una parte del diametro","R",NA,NA,""
2,16,2017,"33,12","L","33,12L.0.1",245,NA,1.6,0.8,NA,NA,2,"standing142","92461","sin ramas. Se está rompiendo. A la altura de 1.30 mide menos de 200mm se cambio altura de dbh a 0.80","R",NA,NA,""
2,14,2017,"33,21","O","33,21O.5.1",702,NA,9.7,1.3,120,NA,2,"standing143","2805","sin ramas. con corteza","R",NA,NA,""
2,20,2017,"34,04","F","34,04F.3.1",228,NA,2.6,1.3,89,NA,2,"standing144","90840","sin corteza","R",NA,NA,""
3,2,2017,"34,04","B","34,04B.7.1",1027,NA,40.2,3,22,NA,0,"standing145","2600","escalera. TACHVE","R",NA,NA,""
2,15,2017,"34,15","F","34,15F.7.1",275,NA,10.6,NA,29,NA,1,"standing146","93153","con corteza ,solo tiene 1 rama pequeña","R",NA,NA,""
2,20,2017,"36,04","P","36,04P.3.1",303,NA,4.6,1.3,61,NA,2,"standing148","2272","corteza","R",NA,NA,""
2,20,2017,"36,10","M","36,10M.6.1",312,NA,2.5,1.3,75,NA,2,"standing150","536230","con corteza. Sin ramas","R",NA,NA,""
2,15,2017,"36,13","C","36,13C.5.1",296,NA,9.6,1.3,26,NA,2,"standing151","82154","sin ramas ni corteza","R",NA,NA,""
2,15,2017,"36,13","C","36,13C.5.2",248,NA,8.3,1.3,40,NA,2,"standing152","2504","sin ramas. Corteza.","R",NA,NA,""
2,15,2017,"36,13","F","36,13F.9.1",268,NA,5.54,2.2,60,NA,2,"standing153","2506","sin ramas. Sin corteza","R",NA,NA,""
2,14,2017,"37,17","P","37,17P.0.1",313,NA,1.8,1.3,192,NA,2,"standing155","2143","Sin corteza. Se cambio el POM porque la altura del árbol es 1.9","R",NA,NA,""
3,2,2017,"37,17","I","37,17I.6.1",1143,NA,9,2.8,81,NA,2,"standing156","2371","Escalera. Con corteza. Se esta rajando por lo que mide mas","R",NA,NA,"AA;"
2,20,2017,"38,11","B","38,11B.7.1",333,NA,10,1.3,26,NA,2,"standing157","1980","sin corteza","R",NA,NA,""
2,20,2017,"39,07","A","39,07A.3.1",207,NA,8.2,1.3,132,NA,2,"standing158","1880","sin corteza","R",NA,NA,""
2,20,2017,"39,07","A","39,07A.6.1",633,NA,0.78,0.52,NA,1,2,"standing159",NA,"sin corteza. Es Jacaranda","R",NA,NA,""
2,20,2017,"39,07","D","39,07D.7.1",397,NA,25.4,1.3,13,NA,1,"standing160","66089","sin corteza","R",NA,NA,""
2,20,2017,"39,07","G","39,07G.5.1",380,NA,16.4,1.3,39,NA,2,"standing161","1958","sin ramas. Corteza.","R",NA,NA,""
3,2,2017,"39,07","H","39,07H.7.1",545,NA,29.2,3,70,NA,1,"standing162","1965","escalera. Con Corteza","R",NA,NA,""
3,2,2017,"39,07","I","39,07I.7.1",832,NA,32,3.3,35,NA,0,"standing163","66360","escalera. TACHVE. Con corteza","R",NA,NA,""
2,14,2017,"39,15","C","39,15C.2.1",366,NA,1.27,0.62,NA,5,2,"standing165","2007","sin ramas. Corteza. Una parte del tronco se cayo, solo queda un pedazo. Tiene hongos","R",NA,NA,""
2,24,2017,"40,21","C","40,21C.3.1",262,NA,10.6,1.3,24,NA,2,"standing166","64001","con corteza","R",NA,NA,""
2,24,2017,"40,21","C","40,21C.6.1",218,NA,3.9,1.3,38,NA,2,"standing167","56943","con corteza","R",NA,NA,""
2,22,2017,"42,12","C","42,12C.3.1",258,NA,12.2,1.3,15,NA,2,"standing168",NA,"sin ramas","R",NA,NA,""
2,22,2017,"42,12","N","42,12N.9.2",324,NA,0.9,0.45,22,NA,2,"standing170",NA,"sin ramas. El POM paso de 2.00 a 0.45","R",NA,NA,""
2,22,2017,"42,21","F","42,21F.6.1",278,NA,7.9,1.3,29,NA,2,"standing172","1393","Sin corteza","R",NA,NA,""
2,24,2017,"42,21","O","42,21O.6.1",220,NA,7.5,1.3,61,NA,2,"standing173","1328","con corteza","R",NA,NA,""
2,23,2017,"43,15","H","43,15H.0.2",NA,NA,2.8,1.3,15,NA,2,"standing175","1284","con corteza","R",NA,NA,"VIVO;"
2,23,2017,"43,15","J","43,15J.9.1",305,NA,3.2,1.3,9,NA,2,"standing176",NA,"sin corteza","R",NA,NA,""
2,22,2017,"44,07","B","44,07B.5.1",797,NA,5.28,1.6,19,NA,NA,"standing178","870","Con corteza. Se está rajando","R",NA,NA,"AA;"
2,21,2017,"45,05","B","45,05B.2.1",400,NA,0.7,0.3,NA,1,2,"standing181","14995","Sin corteza","R",NA,NA,""
2,21,2017,"45,05","K","45,05K.6.1",335,NA,4.1,1.3,20,NA,1,"standing182","30985","si ramas. Corteza","R",NA,NA,""
2,21,2017,"47,05","B","47,05B.6.1",395,NA,1.1,0.61,69,NA,2,"standing185","510","Con corteza. El tronco se rajo y perdió una parte","R",NA,NA,"AA;"
2,22,2017,"47,10","G","47,10G.6.1",505,NA,3.1,1.3,73,NA,NA,"standing186","550","Con corteza","R",NA,NA,""
2,21,2017,"49,01","C","49,01C.3.1",224,NA,10.4,1.3,84,NA,2,"standing187","45208","sin corteza","R",NA,NA,""
2,21,2017,"49,01","C","49,01C.9.1",1204,NA,4.3,1.8,6,NA,2,"standing188",NA,"esta hueco. Solo Es la parted exterior lonque queda. Sin corteza. Foto.","R",NA,NA,""
2,21,2017,"49,01","E","49,01E.3.1",457,NA,5,1.3,79,NA,2,"standing189","169","sin corteza","R",NA,NA,""
2,21,2017,"49,01","J","49,01J.9.1",205,NA,1.7,0.55,22,NA,2,"standing190",NA,"sin corteza","R",NA,NA,""
2,21,2017,"49,01","O","49,01O.3.1",342,NA,0.51,0.3,21,NA,2,"standing191","849015","se quebro, el POM era de 1.3 ahora 0.3. Sin corteza","R",NA,NA,""
2,21,2017,"49,01","P","49,01P.7.1",332,NA,17,1.3,39,NA,1,"standing193","105","con corteza","R",NA,NA,""
2,15,2018,"01,21","G","01,21G.9.1",493,NA,3.8,1.3,160,NA,1,"standing001",NA,"Sin corteza","R",NA,NA,""
3,13,2018,"01,21","P","01,21P.8.1",481,NA,15.2,2.8,23,NA,2,"standing002","8214","escalera. Sin corteza","R",NA,NA,""
2,15,2018,"01,21","K","01,21K.8.1",443,349,11.3,1.3,50,NA,1,"standing003","8207","Irregular 349 diámetro 2 sin ramas","R",NA,NA,""
2,15,2018,"01,24","G","01,24G.8.1",324,264,15.8,1.3,15,NA,1,"standing004","8536","irregular 264 diamtro 2. Muchas lianas en la copa sin ramas","R",NA,NA,""
2,15,2018,"01,24","M","01,24M.9.1",471,NA,3.8,1.3,201,NA,2,"standing005","8188","sin corteza. sin ramas","R",NA,NA,""
3,13,2018,"02,16","C","02,16C.8.1",462,NA,18,3.8,26,NA,2,"standing006","8248","sin ramas. sin corteza. Escalera. Muchas lianas en la copa. Se salió de su base, se mantiene de pie por lianas que lo están sosteniendo","R",NA,NA,""
2,16,2018,"02,16","H","02,16H.7.1",419,NA,3.1,1.3,45,NA,1,"standing008","257916",NA,"R",NA,NA,""
2,16,2018,"02,16","I","02,16I.8.1",262,153,3,1.3,83,NA,2,"standing009","258010","Sin ramas. Irregular 153","R",NA,NA,""
2,16,2018,"03,09","A","03,09A.7.2",362,256,14.7,1.3,26,NA,1,"standing011","7918","irregular 256.m. Ramas","R",NA,NA,""
2,16,2018,"03,09","C","03,09C.7.1",355,NA,11.9,1.3,27,NA,2,"standing012","8043","sin ramas","R",NA,NA,""
1,24,2018,"03,09","E","03,09E.6.1",215,NA,6,1.3,132,NA,2,"standing013","251565","La copa ya está sin lianas","R",NA,NA,""
2,16,2018,"03,09","N","03,09N.8.1",393,NA,26.6,1.3,43,NA,1,"standing014","268164","ramas","R",NA,NA,""
3,13,2018,"03,12","A","03,12A.3.1",672,NA,30.5,3.5,151,NA,1,"standing015","7902","sin corteza. Escalera","R",NA,NA,""
2,15,2018,"03,23","M","03,23M.4.1",445,168,0.68,0.34,NA,17,2,"standing023","7820","Sin corteza. Irregular 168 diametro","R",NA,NA,""
2,20,2018,"05,03","G","05,03G.7.1",508,NA,1.1,0.55,60,NA,2,"standing026","7660","corteza","R",NA,NA,""
3,13,2018,"05,03","O","05,03O.8.1",888,860,11.5,3.6,12,NA,2,"standing027","7621","Escalera. Irregular 860. Sin corteza","R",NA,NA,""
2,15,2018,"05,20","A","05,20A.7.1",423,NA,26.9,1.3,NA,NA,1,"standing029","238573","sin corteza","R",NA,NA,""
2,15,2018,"05,20","D","05,20D.7.1",453,NA,15.7,1.5,NA,NA,2,"standing030","7763",NA,"R",NA,NA,""
2,15,2018,"05,20","N","05,20N.8.1",243,NA,19.9,1.3,NA,NA,0,"standing031","238787","corteza. Ramas","R",NA,NA,""
2,15,2018,"05,20","P","05,20P.3.1",370,NA,19.5,1.3,NA,NA,2,"standing032","238630","Sin corteza","R",NA,NA,""
2,15,2018,"05,24","A","05,24A.8.1",231,NA,2.1,1.3,NA,NA,2,"standing033","239324","con corteza. Sin ramas","R",NA,NA,""
2,15,2018,"05,24","N","05,24N.7.1",526,NA,16.7,1.3,NA,NA,2,"standing035","239534","Sin corteza","R",NA,NA,""
2,19,2018,"06,06","C","06,06C.7.1",250,203,2.6,1.3,172,NA,2,"standing037",NA,"Irregular 203","R",NA,NA,""
2,19,2018,"06,06","I","06,06I.5.1",336,NA,2.5,1.3,NA,12,2,"standing038","7592","sin ramas. Sin corteza","R",NA,NA,""
2,19,2018,"06,06","I","06,06I.5.2",618,NA,9.5,1.3,30,NA,2,"standing039","13123","sin ramas. Sin corteza","R",NA,NA,""
2,20,2018,"07,01","B","07,01B.3.1",245,NA,3.2,1.3,41,NA,2,"standing040","7311","corteza","R",NA,NA,""
2,20,2018,"07,01","I","07,01I.7.1",330,NA,3,1.3,100,NA,2,"standing041","7321","corteza","R",NA,NA,""
2,19,2018,"07,13","B","07,13B.0.1",249,NA,1.14,0.57,NA,8,2,"standing043",NA,NA,"R",NA,NA,""
2,19,2018,"08,06","M","08,06M.3.1",335,NA,1.2,0.55,160,2,2,"standing045","7036","sin corteza","R",NA,NA,""
2,19,2018,"09,12","C","09,12C.3.1",322,NA,0.65,0.35,NA,1,2,"standing046","222154",NA,"R",NA,NA,""
2,19,2018,"09,12","D","09,12D.7.1",204,NA,5.7,1.3,51,NA,2,"standing047","222123","corteza","R",NA,NA,""
2,22,2018,"10,20","H","10,20H.4.1",427,NA,11.5,1.3,22,NA,2,"standing049","6849","sin ramas. Sin corteza","R",NA,NA,""
2,22,2018,"10,20","M","10,20M.7.1",402,NA,2.5,1.3,103,NA,2,"standing050","6784",NA,"R",NA,NA,""
2,22,2018,"11,15","D","11,15D.5.1",317,222,1.1,0.55,NA,7,2,"standing052","212912","Sin corteza. Irregular 222","R",NA,NA,""
2,22,2018,"11,15","G","11,15G.5.1",297,NA,8.7,1.3,28,NA,2,"standing053","6753","sin ramas. Corteza","R",NA,NA,""
2,22,2018,"11,15","J","11,15J.8.1",615,351,1,0.5,NA,7,2,"standing055",NA,"irregular 351. Sin corteza. Es TAB2AR","R",NA,NA,""
2,22,2018,"11,15","J","11,15J.7.1",281,NA,8.8,1.3,18,NA,2,"standing056","213119","corteza. Está en J y no en K","R",NA,NA,""
2,22,2018,"11,15","O","11,15O.6.1",432,313,2.4,1.3,18,NA,2,"standing057","6532","Sin corteza. Irregular 313","R",NA,NA,""
2,23,2018,"12,23","L","12,23L.7.1",712,NA,0.87,0.61,97,NA,2,"standing059","204305","301 con corteza","R",NA,NA,""
2,22,2018,"14,11","E","14,11E.9.1",342,263,1,0.52,156,NA,2,"standing063",NA,"Irregular 263","R",NA,NA,""
2,23,2018,"14,24","E","14,24E.6.1",222,NA,2.1,1.3,122,NA,2,"standing064","6105","Con corteza","R",NA,NA,""
2,23,2018,"14,24","E","14,24E.7.1",295,NA,17.2,1.3,62,NA,2,"standing065","195473","corteza sin ramas","R",NA,NA,""
2,20,2018,"15,07","B","15,07B.8.1",316,NA,1.7,1.3,229,NA,2,"standing068",NA,"Parece Virola. Está en 15,06 el 1,2","R",NA,NA,""
2,20,2018,"15,07","G","15,07G.5.1",575,NA,8.1,1.3,109,NA,2,"standing069","5960","Prioria. Corteza. Está es en F y no en G","R",NA,NA,""
2,20,2018,"15,07","K","15,07K.2.1",260,NA,0.74,0.49,NA,8,2,"standing070","415259","sin corteza. Correccion es K 2-1 y no N2-1","R",NA,NA,""
2,21,2018,"16,05","L","16,05L.6.1",222,202,1.05,0.52,NA,12,2,"standing071","516063","Con cascara.  Irregular 202","R",NA,NA,""
2,21,2018,"16,05","O","16,05O.5.1",405,233,0.56,0.28,NA,7,2,"standing072","5637","Irregular 233","R",NA,NA,""
