month	day	subplot_code	transect_section_letter	code_of_piece	diameter_width_prior	diameter_width.mm	diameter_height_prior	diameter_height.mm	branchfall	tag	inclination_prior	inclination	orientation_degrees_prior	orientation_degrees	suspended	soil_contact	notes_prior	notes	RT	RR	TT	TC	TS	TV	MC	MS	year	observer	uniqid
2	8	03,09	D	22-1	NA	307	NA	NA	1	8040	NA	6.2	NA	114	NA	*	NA	NA	NA	NA	*	NA	*	NA	*	NA	2022	E	fallen017
2	8	03,09	E	22-1	NA	654	NA	NA	1	8302	NA	1.3	NA	30	NA	*	NA	NA	NA	NA	*	NA	*	NA	*	NA	2022	E	fallen018
2	8	03,09	H	8-1	205	59	NA	NA	0	NA	10.3	NA	NA	NA	NA	*	debajo del arbol, no se puede leer el tag	NA	NA	NA	*	*	NA	NA	NA	*	2022	E	fallen019
2	8	03,09	J	21-1	327	312	272	283	1	8048	48	41.5	40	44	*	NA	NA	NA	*	NA	NA	NA	*	NA	*	NA	2022	E	fallen020
2	8	03,12	D	21-1	320	310	213	230	1	252102	22.8	6	100	100	*	NA	NA	NA	NA	NA	*	*	NA	NA	*	NA	2022	E	fallen021
2	8	03,12	E	21-1	373	402	NA	NA	1	No tag	7.5	0.5	170	152	NA	*	NA	Rajado	NA	NA	*	*	NA	NA	NA	*	2022	E	fallen022
2	7	03,23	A	19-1	NA	NA	NA	NA	1	249574	NA	NA	NA	NA	NA	*	Nada  se descompuso	Nada	NA	NA	*	NA	*	NA	*	NA	2022	E	fallen023
2	7	03,23	A	21-1	255	240	270	250	1	299734	2	9	90	284	NA	*	NA	NA	NA	NA	*	NA	*	NA	NA	*	2022	E	fallen024
2	7	03,23	B	19-1	NA	NA	NA	NA	1	249574	NA	NA	NA	NA	NA	*	Nada  se descompuso	nada	NA	NA	*	NA	*	NA	*	NA	2022	E	fallen025
2	7	03,23	B	20-1	472	460	379	NA	1	No tag	8	1	360	360	NA	*	NA	NA	NA	NA	*	*	NA	NA	NA	*	2022	E	fallen026
2	7	03,23	C	19-1	285	178	253	NA	1	No tag	6	2	348	343	NA	*	NA	NA	NA	NA	*	*	NA	NA	NA	*	2022	E	fallen027
2	7	03,23	F	21-1	237	247	216	215	2	402799	14.5	18	140	141	*	NA	NA	NA	NA	*	NA	NA	NA	*	*	NA	2022	E	fallen028
2	7	03,23	G	22-1	NA	198	NA	NA	1	802380	NA	15	316	NA	NA	*	NA	NA	NA	NA	*	*	NA	NA	*	NA	2022	E	fallen029
2	9	05,03	D	21-1	237	153	NA	NA	2	7655	8.8	17.9	70	70	NA	*	NA	se esta descomponiendo	NA	*	NA	NA	NA	*	NA	*	2022	V	fallen030
2	9	05,03	E	8-1	214	130	176	NA	2	7656	15.6	15.4	320	340	*	NA	NA	NA	NA	NA	*	NA	*	NA	NA	*	2022	V	fallen031
2	9	05,03	G	3-1	144	127	NA	NA	2	7663	9.2	16.1	30	270	*	NA	NA	NA	NA	NA	*	*	NA	NA	NA	*	2022	V	fallen032
2	9	05,03	G	8-1	560	530	NA	NA	2	240714	9.8	15.1	266	258	NA	*	NA	NA	NA	NA	*	*	NA	NA	NA	*	2022	V	fallen033
2	9	05,03	J	4-1	131	112	139	134	2	7618	1.7	3.6	264	264	*	NA	NA	es el mismo que G 3-1	NA	NA	*	*	NA	NA	NA	*	2022	V	fallen034
2	9	05,03	K	6-1	404	325	NA	NA	2	7330	5.9	3.7	280	300	NA	*	NA	NA	NA	NA	*	*	NA	NA	NA	*	2022	V	fallen035
2	9	05,03	M	6-1	447	426	NA	NA	2	7330	1.5	1.4	275	278	NA	*	NA	NA	NA	NA	*	*	NA	NA	NA	*	2022	V	fallen036
2	9	05,03	L	8-1	193	196	169	140	0	7621	3.8	6.2	308	318	*	NA	NA	NA	*	NA	NA	*	NA	NA	NA	*	2022	V	fallen037
2	9	05,03	L	8-2	290	274	283	265	0	7621	35.3	8.8	312	350	*	NA	NA	NA	*	NA	NA	*	NA	NA	NA	*	2022	V	fallen038
2	9	05,03	L	8-3	411	368	NA	NA	1	7621	3.3	2.5	334	338	NA	*	NA	NA	NA	NA	*	*	NA	NA	NA	*	2022	V	fallen039
2	9	05,03	M	8-1	344	334	328	317	2	7621	3.7	8.1	336	NA	*	NA	NA	NA	*	NA	NA	*	NA	NA	NA	*	2022	V	fallen040
2	9	05,03	M	8-2	534	356	539	374	1	7621	29	15.6	340	324	*	NA	NA	NA	NA	NA	*	*	NA	NA	NA	*	2022	V	fallen041
2	9	05,03	M	8-3	270	225	263	NA	0	7621	56.1	12.2	340	334	NA	*	NA	Se partió y ahora está en el suelo	*	NA	NA	*	NA	NA	NA	*	2022	V	fallen042
2	9	05,03	P	21-1	548	468	NA	NA	2	7621	5.2	2.6	198	200	NA	*	NA	NA	NA	NA	*	*	NA	NA	NA	*	2022	V	fallen043
2	8	05,12	F	2-2	370	338	NA	NA	0	no tag	4.6	1.7	210	140	NA	*	NA	NA	*	NA	NA	*	NA	NA	NA	*	2022	V	fallen044
2	8	05,12	K	22-1	NA	267	NA	NA	2	405275	NA	16.3	NA	206	NA	*	NA	NA	NA	NA	*	NA	NA	*	*	NA	2022	V	fallen045
2	8	05,12	K	22-2	NA	316	NA	NA	2	405275	NA	2.8	NA	164	NA	*	NA	El mismo queK22-1	NA	NA	*	NA	NA	*	*	NA	2022	V	fallen046
2	7	05,20	A	19-1	NA	NA	NA	NA	1	238678	NA	NA	NA	NA	*	NA	se descompuso	Nada	NA	NA	*	*	NA	NA	NA	*	2022	V	fallen047
2	7	05,20	D	20-1	410	407	423	369	1	7763	10	9	288	285	*	NA	NA	NA	NA	NA	*	*	NA	NA	NA	*	2022	V	fallen048
2	7	05,20	G	19-1	248	NA	NA	NA	1	244145	1	NA	270	NA	NA	*	NA	se descompuso solo se encontro el clavo	NA	NA	*	NA	NA	*	*	NA	2022	V	fallen049
2	7	05,20	L	20-1	851	660	NA	NA	1	7496	8	3.2	110	101	NA	*	NA	NA	NA	NA	*	*	NA	NA	NA	*	2022	V	fallen050
2	7	05,20	L	20-2	248	NA	NA	NA	1	238752	6	NA	110	NA	NA	*	NA	se descompuso	NA	NA	*	*	NA	NA	*	NA	2022	V	fallen051
2	7	05,20	N	20-1	234	227	NA	NA	1	No tag	4.5	2.3	228	213	NA	*	NA	NA	NA	NA	*	*	NA	NA	NA	*	2022	V	fallen052
2	7	05,20	P	7-1	67	NA	NA	NA	1	238678	1	NA	70	NA	NA	*	se esta descomponiendo	se descompuso	NA	NA	*	*	NA	NA	NA	*	2022	V	fallen053
2	7	05,20	M	21-1	876	231	NA	NA	1	7499	0	2.3	160	150	NA	*	este árbol fue impactado por rayo	NA	NA	NA	*	*	NA	NA	NA	*	2022	V	fallen054
2	7	05,24	B	7-1	NA	NA	NA	NA	0	7475	NA	NA	NA	NA	NA	*	Nada se descompuso	Nada	*	NA	NA	NA	NA	*	NA	*	2022	V	fallen055
2	9	06,06	A	NA	128	150	NA	NA	1	no tag	18	3.5	290	284	NA	*	NA	NA	NA	NA	*	*	NA	NA	NA	*	2022	V	fallen056
2	9	06,06	D	4-1	433	408	399	391	0	NA	8.1	1.1	278	278	*	NA	NA	Verificar bran chfall no tiene ramas solo el tronco	NA	*	NA	*	NA	NA	NA	*	2022	V	fallen057
2	9	06,06	E	20-1	190	189	NA	NA	1	7680	7.1	6.1	160	164	NA	*	NA	NA	NA	*	NA	NA	*	NA	NA	*	2022	V	fallen058
2	9	06,06	H	7-1	199	197	NA	NA	1	7592	7.5	1.5	250	250	NA	*	NA	sacar de la lista ya no mide	NA	NA	*	*	NA	NA	NA	*	2022	V	fallen059
2	9	06,06	I	5-1	225	227	NA	NA	2	13123	10.4	3.7	290	300	NA	*	NA	NA	NA	NA	*	*	NA	NA	NA	*	2022	V	fallen060
2	9	06,06	N	8-1	NA	NA	NA	NA	1	No tag	NA	NA	NA	NA	NA	NA	Nada	nada sacar de la lista	NA	NA	*	*	NA	NA	NA	*	2022	V	fallen061
2	9	06,06	O	22-1	NA	212	NA	NA	0	7343	NA	11.4	NA	120	NA	*	NA	NA	NA	*	NA	NA	*	NA	*	NA	2022	V	fallen062
2	9	06,06	I	22-1	NA	525	NA	NA	2	13124	NA	9.2	NA	272	NA	*	NA	NA	NA	NA	*	*	NA	NA	NA	*	2022	V	fallen063
2	9	06,09	D	6-1	NA	NA	NA	NA	1	no tag	NA	NA	NA	NA	*	NA	Nada	Nada sacar de lista	NA	NA	*	*	NA	NA	NA	*	2022	V	fallen064
2	9	06,09	E	19-1	640	573	NA	NA	2	no tag	18.6	11.5	322	344	NA	*	NA	NA	*	NA	NA	*	NA	NA	NA	*	2022	V	fallen065
2	9	06,09	D	19-1	337	325	283	289	2	no tag	63.2	14.5	320	10	*	NA	NA	se partio	*	NA	NA	*	NA	NA	NA	*	2022	V	fallen066
2	9	06,09	G	8-2	351	253	NA	241	1	7570	4.4	7.1	260	100	NA	NA	NA	correguir son 100 grados	NA	NA	*	*	NA	NA	NA	*	2022	V	fallen067
2	9	06,09	G	21-1	264	228	NA	NA	1	No tag	0.5	3.2	150	144	NA	*	NA	NA	NA	NA	*	*	NA	NA	*	*	2022	V	fallen068
2	9	07,01	G	21-1	274	202	NA	NA	1	No tag	4.3	14.3	234	250	NA	*	NA	NA	NA	NA	*	*	NA	NA	NA	*	2022	V	fallen069
2	9	07,01	I	21-1	451	469	386	346	1	7320	53.3	55.8	274	290	*	NA	NA	NA	NA	NA	*	*	NA	NA	*	NA	2022	V	fallen070
2	9	07,01	K	7-2	132	NA	NA	NA	1	No tag	0.2	NA	136	NA	NA	*	NA	Solo clavo	NA	NA	*	*	NA	NA	NA	*	2022	V	fallen071
2	9	07,01	N	7-1	282	132	NA	NA	1	220032	3.3	1.3	315	310	NA	*	NA	NA	NA	NA	*	*	NA	NA	NA	*	2022	V	fallen072
2	8	07,13	A	0-1	1023	656	NA	NA	1	no tag	1.2	2.9	230	230	NA	*	Esta aplastado. Correguir ubicación de la muestra está a 230 grados	NA	NA	NA	*	*	NA	NA	NA	*	2022	V	fallen073
2	8	07,13	J	9-1	360	363	NA	NA	1	no tag	3.4	0.3	340	30	NA	*	NA	Está a 30grados	NA	NA	*	*	NA	NA	NA	*	2022	V	fallen074
2	8	07,20	H	19-1	71	NA	NA	NA	0	No tag	8	NA	320	NA	NA	*	se esta descomponiendo	Nada	NA	NA	*	*	NA	NA	*	NA	2022	V	fallen075
2	8	07,20	I	20-1	646	540	NA	NA	1	7496	0.3	3.4	90	100	NA	*	NA	NA	NA	NA	*	*	NA	NA	NA	*	2022	V	fallen076
2	9	08,06	N	21-1	575	584	NA	NA	2	7030	17	8.5	238	242	NA	*	NA	NA	NA	NA	*	NA	*	NA	NA	*	2022	V	fallen077
2	9	08,06	P	9-1	181	150	172	NA	2	6948	13.2	11	232	220	NA	*	NA	ya no mide sacar de lista	NA	NA	*	*	NA	NA	NA	*	2022	V	fallen078
2	9	09,12	E	5-1	217	210	NA	NA	1	7059	6.3	10.9	10	164	NA	*	NA	NA	NA	NA	*	NA	*	NA	NA	*	2022	V	fallen079
2	9	09,12	G	9-1	638	760	NA	NA	1	no tag	2.1	4	210	230	NA	*	NA	se está expandiendo	NA	NA	*	*	NA	NA	NA	*	2022	V	fallen080
2	9	09,12	J	9-1	378	296	NA	NA	1	NA	4.3	8.6	210	208	NA	*	NA	NA	NA	NA	*	*	NA	NA	NA	*	2022	V	fallen081
2	9	09,12	P	2-1	NA	NA	NA	NA	1	217093	NA	NA	NA	NA	NA	*	Nada	Nada  Quitar de lista	NA	NA	*	*	NA	NA	NA	*	2022	V	fallen082
2	8	10,20	K	7-1	148	155	NA	NA	0	6784	3	NA	20	NA	NA	*	NA	Quitar de lista	NA	*	NA	NA	*	NA	NA	*	2022	E	fallen083
2	11	11,15	B	20-1	247	197	250	NA	0	6531	12.2	12.5	175	181	NA	*	NA	NA	*	NA	NA	NA	NA	*	NA	*	2022	V	fallen084
2	11	11,15	F	20-1	238	176	NA	NA	1	6885	0.7	5.9	94	94	NA	*	NA	NA	NA	NA	*	*	NA	NA	NA	*	2022	E	fallen085
2	11	11,15	G	5-1	165	82	162	NA	1	6753	16.5	NA	280	NA	*	NA	NA	NA	NA	NA	*	*	NA	NA	NA	*	2022	V	fallen086
2	11	11,15	G	5-2	242	149	NA	NA	1	6753	4.3	NA	242	NA	NA	*	NA	NA	NA	*	NA	*	NA	NA	NA	*	2022	V	fallen087
2	11	11,15	O	6-1	319	277	NA	NA	0	6532	1.7	5.1	120	120	NA	*	NA	NA	NA	NA	*	NA	*	NA	NA	*	2022	V	fallen088
2	11	11,15	K	3-1	85	NA	NA	NA	1	6528	0	NA	30	NA	NA	*	Se descompuso	Nada sacar de lista	NA	NA	*	*	NA	NA	NA	*	2022	V	fallen089
2	11	11,15	P	22-1	NA	202	NA	189	1	207696	NA	10.6	NA	32	*	NA	NA	NA	NA	NA	*	NA	NA	*	*	NA	2022	V	fallen090
2	11	11,15	A	22-1	NA	262	NA	291	1	207696	NA	5.7	NA	48	*	NA	NA	NA	NA	NA	*	NA	NA	*	*	NA	2022	V	fallen091
2	11	12,23	C	NA	NA	621	665	NA	1	209063	11.1	15.8	210	210	NA	*	NA	NA	NA	NA	*	*	NA	NA	NA	*	2022	E	fallen092
2	11	12,23	I	8-1	602	583	633	NA	1	209240	6.6	5.9	300	298	NA	*	NA	NA	NA	NA	*	*	NA	NA	NA	*	2022	E	fallen093
2	11	12,23	L	19-1	NA	NA	NA	NA	1	195473	NA	NA	NA	NA	NA	NA	Se descompuso	Nada	NA	NA	*	*	NA	NA	NA	*	2022	E	fallen094
2	11	12,23	L	19-2	NA	NA	NA	NA	1	195473	NA	NA	NA	NA	NA	NA	Se descompuso	Nada	NA	NA	*	*	NA	NA	*	NA	2022	E	fallen095
2	10	14,05	F	21-1	379	348	NA	NA	1	197229	8.2	7.1	240	236	NA	*	NA	NA	NA	NA	*	*	NA	NA	NA	*	2022	V	fallen096
2	10	14,11	F	22-1	NA	308	NA	335	0	NA	NA	1.7	NA	318	*	NA	NA	no tag	NA	NA	*	*	NA	NA	*	NA	2022	V	fallen097
2	11	14,14	B	8-1	717	668	740	729	1	7173	3.3	2.5	15	34	*	NA	NA	NA	NA	NA	*	*	NA	NA	NA	*	2022	V	fallen098
2	11	14,14	L	7-1	NA	NA	NA	NA	0	6173	NA	NA	NA	NA	NA	NA	Nada	Nada sacar de lista	*	NA	NA	*	NA	NA	NA	*	2022	V	fallen099
2	11	14,14	L	7-2	NA	NA	NA	NA	0	6173	NA	NA	NA	NA	*	NA	Nada	Nada sacar de lista	*	NA	NA	*	NA	NA	NA	*	2022	V	fallen100
2	11	14,14	N	9-1	365	348	NA	NA	1	6173	8.4	1.6	60	54	NA	*	NA	NA	NA	NA	*	*	NA	NA	NA	*	2022	V	fallen101
2	11	14,14	N	7-1	210	181	209	188	1	6173	8.9	6.5	48	52	*	NA	NA	NA	*	NA	NA	*	NA	NA	NA	*	2022	V	fallen102
2	11	14,14	N	7-2	525	482	NA	NA	1	6173	4.3	3.7	120	100	NA	*	NA	NA	*	NA	NA	*	NA	NA	NA	*	2022	V	fallen103
2	11	14,14	N	7-3	229	216	315	303	0	6173	0.9	2.5	220	230	*	NA	Ubicación del año pasado incorrecta, son 220 grados	NA	*	NA	NA	*	NA	NA	NA	*	2022	V	fallen104
2	11	14,24	A	19-1	NA	NA	NA	NA	1	6081	NA	NA	NA	NA	NA	*	Se descompuso	Nada	NA	NA	*	NA	*	NA	NA	*	2022	E	fallen105
2	11	14,24	B	19-1	NA	NA	NA	NA	1	6081	NA	NA	NA	NA	*	NA	Se descompuso	Nada	NA	NA	*	NA	*	NA	*	NA	2022	E	fallen106
2	11	14,24	J	8-1	NA	NA	NA	NA	1	No tag	NA	NA	NA	NA	NA	*	Se descompuso	Nada	NA	NA	*	*	NA	NA	*	NA	2022	E	fallen107
2	11	14,24	K	8-1	NA	NA	NA	NA	1	No tag	NA	NA	NA	NA	NA	*	Se descompuso	Nada	NA	NA	*	*	NA	NA	NA	*	2022	E	fallen108
2	11	14,24	K	6-1	NA	NA	NA	NA	1	6087	NA	NA	NA	NA	NA	*	Se descompuso	Mada	NA	NA	*	*	NA	NA	NA	*	2022	E	fallen109
2	11	14,24	K	19-1	251	262	NA	NA	1	194300	2.6	0.5	174	170	NA	*	NA	NA	NA	NA	*	*	NA	NA	NA	*	2022	E	fallen110
2	11	14,24	K	5-1	198	NA	NA	NA	1	194349	8.2	NA	40	NA	NA	*	NA	Nada	NA	NA	*	*	NA	NA	NA	*	2022	E	fallen111
2	11	14,24	L	8-1	409	341	NA	NA	1	38243	0.2	0.8	98	98	NA	*	NA	NA	NA	NA	*	*	NA	NA	NA	*	2022	E	fallen112
2	10	15,07	C	19-1	473	525	559	NA	1	5956	0.7	0.2	28	30	NA	*	NA	NA	NA	NA	*	*	NA	NA	NA	*	2022	E	fallen113
2	10	15,07	C	19-2	67	NA	NA	NA	1	514161	NA	NA	40	NA	NA	*	NA	Se descompuso	NA	NA	*	*	NA	NA	NA	*	2022	E	fallen114
2	10	15,07	D	9-1	565	525	NA	NA	1	no tag	3.7	4.5	320	320	NA	*	NA	NA	NA	NA	*	*	NA	NA	NA	*	2022	E	fallen115
2	10	15,07	E	9-1	594	583	NA	NA	1	no tag	1.2	1.6	320	320	NA	*	NA	NA	NA	NA	*	*	NA	NA	NA	*	2022	E	fallen116
2	10	16,12	J	7-1	103	NA	NA	NA	0	5675	5.7	NA	20	NA	NA	*	NA	Nada  sacar de lista	NA	*	NA	*	NA	NA	NA	*	2022	V	fallen117
2	10	17,01	A	7-1	155	NA	168	NA	1	175131	10.8	NA	40	NA	*	NA	NA	Nada	NA	NA	*	*	NA	NA	NA	*	2022	E	fallen118
2	10	17,01	A	22-1	NA	312	NA	NA	1	5600	NA	2.8	NA	258	NA	*	NA	NA	NA	NA	*	NA	*	NA	NA	*	2022	E	fallen119
2	10	17,01	I	7-1	NA	NA	NA	NA	1	180276	NA	NA	NA	NA	NA	NA	nada	Nada	NA	NA	*	*	NA	NA	*	NA	2022	E	fallen120
2	10	17,01	M	8-1	313	303	NA	284	1	No tag	16.5	17.7	180	182	NA	*	NA	NA	NA	NA	*	*	NA	NA	NA	*	2022	E	fallen121
2	10	17,01	N	22-1	NA	284	NA	NA	1	5597	NA	4.5	NA	30	NA	*	NA	NA	NA	NA	*	NA	*	NA	*	NA	2022	E	fallen122
2	10	17,08	O	21-1	490	470	NA	NA	1	5542	6.2	4.7	110	110	NA	*	NA	NA	NA	NA	*	NA	*	NA	*	NA	2022	E	fallen123
2	10	17,08	D	21-1	299	302	NA	NA	1	No tag	6.6	2.6	92	92	NA	*	NA	NA	NA	NA	*	*	NA	NA	*	NA	2022	E	fallen124
2	11	18,23	G	22-1	NA	239	NA	270	0	5440	NA	0.2	NA	242	*	NA	NA	NA	NA	*	NA	NA	NA	*	NA	*	2022	E	fallen125
2	11	18,23	G	22-2	NA	212	NA	222	0	5440	NA	14.9	NA	282	*	NA	NA	NA	NA	*	NA	NA	NA	*	NA	*	2022	E	fallen126
2	11	18,23	O	7-1	NA	NA	NA	NA	1	no tag	NA	NA	NA	NA	NA	*	solo el clavo, se descompuso	Nada	NA	NA	*	*	NA	NA	NA	*	2022	E	fallen127
2	11	18,23	O	22-1	NA	318	NA	207	1	5424	NA	11	NA	160	NA	*	NA	NA	NA	NA	*	*	NA	NA	NA	*	2022	E	fallen128
2	10	19,02	C	19-1	NA	NA	NA	NA	1	No tag	NA	NA	NA	NA	NA	*	Se descompuso	Nada	NA	NA	*	NA	NA	*	*	NA	2022	E	fallen129
2	10	19,02	I	19-1	194	183	NA	NA	0	No tag	4.4	NA	310	NA	NA	*	NA	NA	*	NA	NA	NA	*	NA	*	NA	2022	E	fallen130
2	10	19,08	C	7-1	143	NA	NA	NA	1	5217	5.6	NA	218	NA	NA	*	NA	Se descompuso	NA	NA	*	NA	*	NA	*	NA	2022	E	fallen131
2	10	19,08	I	22-1	NA	287	NA	306	1	5323	NA	1.7	NA	60	*	NA	NA	NA	NA	NA	*	NA	*	NA	*	NA	2022	E	fallen132
2	10	19,08	I	22-2	NA	316	NA	264	1	5208	NA	7.4	NA	248	*	NA	NA	NA	NA	NA	*	*	NA	NA	*	NA	2022	E	fallen133
2	10	19,12	C	3-1	138	NA	NA	NA	1	no tag	0.2	NA	235	NA	NA	*	NA	Nada	NA	NA	*	*	NA	NA	NA	*	2022	V	fallen134
2	10	19,12	E	19-1	265	163	NA	NA	1	5332	4.7	4.5	330	340	*	NA	NA	NA	NA	NA	*	NA	*	NA	*	NA	2022	V	fallen135
2	14	19,16	A	8-1	196	179	136	132	0	5047	13	NA	225	225	*	NA	NA	NA	*	NA	NA	*	NA	NA	NA	*	2022	E	fallen136
2	14	19,16	A	8-3	389	321	NA	NA	1	5047	0.1	3.6	228	216	NA	*	NA	NA	*	NA	NA	*	NA	NA	NA	*	2022	E	fallen137
2	14	19,16	A	20-1	203	174	NA	NA	1	5177	13.5	19.1	100	80	NA	*	NA	NA	NA	*	NA	NA	*	NA	*	NA	2022	E	fallen138
2	14	19,16	A	21-1	523	489	NA	NA	1	5177	11.2	2.8	218	226	NA	*	NA	NA	NA	NA	*	NA	*	NA	NA	*	2022	E	fallen139
2	14	19,16	I	19-1	275	211	NA	NA	0	172362	4.8	5.9	298	298	NA	*	NA	NA	NA	*	NA	NA	NA	*	*	NA	2022	E	fallen140
2	14	19,16	I	19-2	317	299	226	207	0	172362	1.5	2	296	296	*	NA	NA	NA	NA	*	NA	NA	NA	*	NA	*	2022	E	fallen141
2	14	19,16	K	21-1	302	249	NA	NA	1	167104	5.6	3.1	18	18	NA	*	NA	NA	NA	NA	*	NA	*	NA	*	NA	2022	E	fallen142
2	14	19,16	N	6-1	NA	NA	NA	NA	0	5047	NA	NA	NA	NA	NA	NA	nada	Nada	NA	*	NA	NA	*	NA	*	NA	2022	E	fallen143
2	14	19,16	O	7-1	NA	NA	NA	NA	0	5047	NA	NA	NA	NA	NA	NA	Nada	Nada	NA	*	NA	*	NA	NA	NA	*	2022	E	fallen144
2	14	19,16	O	7-2	NA	NA	NA	NA	0	5047	NA	NA	NA	NA	NA	NA	Nada	Nada	NA	*	NA	*	NA	NA	NA	*	2022	E	fallen145
2	14	19,16	O	20-1	219	204	205	170	0	5177	25.8	22.9	340	340	*	NA	NA	NA	NA	*	NA	NA	*	NA	*	NA	2022	E	fallen146
2	14	19,16	O	20-2	233	184	NA	NA	0	5177	13.5	16.7	270	270	NA	*	NA	NA	NA	*	NA	NA	*	NA	NA	*	2022	E	fallen147
2	14	19,16	P	8-1	780	640	NA	NA	1	5047	3.2	2.8	44	44	NA	*	NA	NA	NA	NA	*	*	NA	NA	NA	*	2022	E	fallen148
2	14	19,19	C	9-1	121	104	128	NA	1	NA	6	NA	160	NA	*	NA	Solo queda un pedazo en el aire	NA	NA	NA	*	*	NA	NA	NA	*	2022	E	fallen149
2	14	19,19	G	2-1	360	363	NA	NA	0	No tag	1.5	5.1	318	314	NA	*	NA	NA	*	NA	NA	*	NA	NA	NA	*	2022	E	fallen150
2	14	19,19	G	3-1	657	616	NA	NA	1	5389	0.4	3	284	280	NA	*	NA	NA	NA	NA	*	*	NA	NA	NA	*	2022	E	fallen151
2	16	21,04	B	21-1	319	323	311	312	0	4930	17.6	13.7	300	300	*	NA	NA	NA	*	NA	NA	NA	NA	*	*	NA	2022	V	fallen152
2	16	21,04	E	9-1	173	165	138	NA	1	no tag	3.5	NA	270	NA	*	NA	NA	sacar de lista	NA	NA	*	*	NA	NA	NA	*	2022	V	fallen153
2	16	21,04	M	4-1	315	312	302	293	1	no tag	1.5	1.7	10	14	*	NA	NA	NA	NA	NA	*	*	NA	NA	NA	*	2022	V	fallen154
2	16	21,08	D	21-1	333	338	NA	NA	2	5003	6.8	5.3	274	274	NA	*	NA	NA	NA	NA	*	NA	NA	NA	NA	*	2022	V	fallen155
2	14	21,15	H	8-1	NA	NA	NA	NA	0	5047	NA	NA	NA	NA	NA	*	solo clavo	Nada	NA	*	NA	*	NA	NA	NA	*	2022	E	fallen156
2	14	21,15	N	7-1	203	120	NA	NA	1	157413	8.3	2	300	300	NA	*	NA	NA	NA	NA	*	*	NA	NA	NA	*	2022	E	fallen157
2	14	21,15	G	20-1	62	NA	NA	NA	1	5046	NA	NA	NA	NA	NA	*	se descompuso, solo restos	Nada	NA	*	NA	NA	*	NA	NA	*	2022	E	fallen158
2	14	21,15	L	22-1	NA	592	NA	NA	1	5041	NA	1.4	NA	84	NA	*	NA	NA	NA	NA	*	NA	*	NA	*	NA	2022	E	fallen159
